accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000410095.1	13	98.56	0.43	586	g__Lactobacillus (UID436)	184	33.33	2524387	84.9799432297123	481	1369492	46.1022266882788	2970568	RS_GCF_000829035.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	not type material	none	f	81	81	70178	70178	3048	1	2913	ANLE01000030.1	4523	1	111	ANLE01000328.1	2913	5380	0	100	CP032637.3010302.3013221	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lactobacillus paracasei	6175	6175	t	f	f	9882	9882	Contig	ASM41009v1	na	PRJNA178422	SAMN02641492	481	9882	none	2013-06-11	GCA_000410095.1	none	full	none	none	none	0	0	Lactobacillus paracasei subsp. paracasei CNCM I-2877	none	na	3	none	none	none	none	none	2013/06/11	0	1597	1	CNCM I-2877	Danone Research	1256195	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;sb__Lacticaseibacillus paracasei subsp. paracasei;x__Lactobacillus paracasei subsp. paracasei CNCM I-2877	0	2970568	11	43	none	2970568	0	ANLE00000000.1	3295	481	1695	1	none	none	none	none	none	none	1566	ANLE01000361.1	1566	2892	0	100	CP032637.3008305.3009883	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lactobacillus paracasei	0	20	43	0
GB_GCA_000410435.1	15	95.27	1.32	586	g__Lactobacillus (UID436)	184	20	2531702	84.9275447884512	665	1376852	46.1876035516953	2981014	RS_GCF_000829035.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	not type material	none	f	101	101	45964	45964	3048	1	2913	ANKH01000527.1	none	0	none	none	2913	5380	0	100	CP032637.3010302.3013221	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lactobacillus paracasei	4482	4482	f	f	t	7713	7713	Contig	ASM41043v1	na	PRJNA178439	SAMN02469704	665	7713	none	2013-06-11	GCA_000410435.1	none	full	none	none	none	0	0	Lactobacillus paracasei subsp. paracasei CNCM I-4649	3162	na	2	none	none	none	none	none	2013/06/11	0	1597	1	CNCM I-4649	Danone Research	1256211	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;sb__Lacticaseibacillus paracasei subsp. paracasei;x__Lactobacillus paracasei subsp. paracasei CNCM I-4649	0	2981014	11	31	none	2981014	0	ANKH00000000.1	3406	665	1709	1	none	none	none	none	none	none	1566	ANKH01000523.1	1566	2892	0	100	CP032637.3008305.3009883	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lactobacillus paracasei	0	17	31	0
GB_GCA_000410495.1	5	99.27	0.38	586	g__Lactobacillus (UID436)	184	0	2310849	84.8480676067757	474	1265638	46.4708579997349	2723514	RS_GCF_000829035.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	not type material	none	f	88	88	54823	54823	3048	1	2913	ANLF01000280.1	623	1	106	ANLF01000465.1	2913	5380	0	100	ANLF01000280.5.2924	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lactobacillus paracasei subsp. paracasei Lpp70	5745	5745	t	f	f	8955	8955	Contig	ASM41049v1	na	PRJNA178425	SAMN02641493	474	8955	none	2013-06-11	GCA_000410495.1	none	full	none	none	none	0	0	Lactobacillus paracasei subsp. paracasei Lpp70	none	na	3	none	none	none	none	none	2013/06/11	0	1597	1	Lpp70	Danone Research	1256198	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;sb__Lacticaseibacillus paracasei subsp. paracasei;x__Lactobacillus paracasei subsp. paracasei Lpp70	0	2723514	11	48	none	2723514	0	ANLF00000000.1	2930	474	1702	1	none	none	none	none	none	none	1566	ANLF01000373.1	1566	2887	0	99.936	CP029546.761220.762798	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lactobacillus paracasei	0	20	48	0
GB_GCA_000421005.1	0	99.33	0.99	263	o__Clostridiales (UID1212)	149	0	2686366	88.3388540335201	211	1668173	54.8564459011391	3040979	GB_GCA_000421005.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Onthomonas;s__Onthomonas sp000421005	not type material	none	f	20	20	211673	211673	1097	1	1091	ATWA01000182.1	19768	2	110	ATWA01000050.1	1095	1546	0	92.329	CYSK01000010.1.2897	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridiaceae bacterium mt10	14412	14412	f	f	t	36272	36272	Contig	ASM42100v1	na	PRJNA185711	SAMN02441577	211	36272	none	2013-07-09	GCA_000421005.1	none	full	none	none	none	0	none	Clostridiales bacterium NK3B98	none	na	none	none	none	none	none	none	2013/07/09	0	877414	none	NK3B98	DOE Joint Genome Institute	877414	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;x__unclassified Eubacteriales;s__Clostridiales bacterium NK3B98	0	3040979	none	none	none	3040979	0	ATWA00000000.1	2767	211	1245	1	none	none	none	none	none	none	1243	ATWA01000156.1	1242	2294	0	100	ATWA01000156.1.1244	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 2;Clostridiales bacterium NK3B98	0	18	46	0
GB_GCA_000424365.1	0	99.46	0.48	420	f__Lachnospiraceae (UID1286)	207	0	3613078	88.2771976100925	75	1702354	41.6237414309477	4092878	GB_GCA_000424365.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A144;s__NK4A144 sp000424365	not type material	none	f	10	9	466111	466111	15603	6	319	AUJT01000051.1	none	0	none	none	321	342	1.27e-92	86.293	CDZR01012434.475.3369	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;gut metagenome	54531	60189	f	f	t	113561	114983	Scaffold	ASM42436v1	na	PRJNA185712	SAMN02440673	75	113561	none	2013-07-11	GCA_000424365.1	none	full	none	none	none	0	none	Lachnospiraceae bacterium NK4A144	none	na	none	68	9	114983	68999	30107	2013/07/11	7	877421	none	NK4A144	DOE Joint Genome Institute	877421	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium NK4A144	3015	4092878	none	none	none	4089863	0	AUJT00000000.1	3630	68	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3015	18	66	0
GB_GCA_000431015.1	29	93.81	1.19	316	p__Bacteroidetes (UID2605)	210	33.33	2157325	90.1903410955577	171	1277126	53.4416679185373	2391969	GB_GCA_000431015.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015	not type material	none	f	25	15	117306	139708	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13975	20620	f	f	t	27883	55935	Scaffold	MGS514	na	PRJEB913	SAMEA3138438	171	27883	none	2013-07-17	GCA_000431015.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Alistipes sp. CAG:514	1898	na	0	116	15	55935	24756	11937	2013/07/17	55	1262696	0	none	DTU	1262696	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;x__environmental samples;s__Alistipes sp. CAG:514	2183	2391969	11	40	none	2389786	0	CAWO000000000.1	1957	116	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2183	19	40	0
GB_GCA_000431055.1	202	96.68	0.65	492	o__Bacteroidales (UID2657)	269	0	3034020	90.6753264917846	188	1639470	49.0319196310411	3346026	RS_GCF_900130135.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides togonis	not type material	none	f	36	18	90500	153610	none	0	none	none	none	0	none	none	none	none	none	none	none	none	17786	34495	f	f	t	31935	65602	Scaffold	MGS598	na	PRJEB951	SAMEA3138440	188	31935	none	2013-07-17	GCA_000431055.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Bacteroides sp. CAG:598	2777	na	0	97	18	65602	41594	23860	2013/07/17	91	1262743	0	none	DTU	1262743	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;x__environmental samples;s__Bacteroides sp. CAG:598	2145	3346026	11	36	none	3343881	0	CAWS000000000.1	2841	97	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2145	18	35	0
GB_GCA_000431515.1	81	95.62	0.67	263	o__Clostridiales (UID1212)	149	0	2204970	89.5430198134394	252	1087489	44.3220712697964	2462470	GB_GCA_000431515.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-632;s__CAG-632 sp000431515	not type material	none	f	44	14	73875	288625	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9736	26478	f	f	t	16022	43355	Scaffold	MGS632	na	PRJEB967	SAMEA3138463	252	16022	none	2013-07-17	GCA_000431515.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Clostridium sp. CAG:632	2230	na	0	93	14	43355	27715	15191	2013/07/17	159	1262830	0	none	DTU	1262830	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__environmental samples;s__Clostridium sp. CAG:632	8783	2462470	11	24	none	2453687	0	CAYL000000000.1	2342	93	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	8783	13	24	0
GB_GCA_000431675.1	50	98.49	3.63	211	p__Actinobacteria (UID2112)	124	0	1946191	87.2428191996055	151	1010572	45.3823544601097	2230775	GB_GCA_900542065.1	f	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000431675	not type material	none	f	27	5	105231	331487	none	0	none	none	none	0	none	none	none	none	none	none	none	none	14747	48495	f	f	t	24447	111151	Scaffold	MGS1427	na	PRJEB718	SAMEA3138471	151	24447	none	2013-07-17	GCA_000431675.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Eggerthella sp. CAG:1427	1937	na	0	46	5	111151	76169	18208	2013/07/17	105	1262874	0	none	DTU	1262874	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;x__environmental samples;s__Eggerthella sp. CAG:1427	3930	2230775	11	41	none	2226845	0	CAXM000000000.1	1972	46	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3930	20	41	0
GB_GCA_000431915.1	37	96.15	1.58	567	g__Prevotella (UID2724)	296	54.55	2304384	87.9874058464456	252	1225417	46.8152401473128	2618993	RS_GCF_009495355.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	not type material	none	f	43	36	69703	90715	none	0	none	none	none	0	none	none	none	none	none	none	none	none	10387	12238	f	f	t	19142	21348	Scaffold	MGS386	na	PRJEB861	SAMEA3138483	252	19142	none	2013-07-17	GCA_000431915.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Prevotella sp. CAG:386	2132	na	0	214	36	21348	12843	6546	2013/07/17	38	1262925	0	none	DTU	1262925	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;x__environmental samples;s__Prevotella sp. CAG:386	1396	2618993	11	42	none	2617597	0	CBEZ000000000.1	2211	214	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1396	15	40	0
GB_GCA_000432275.1	28	98.92	0	152	k__Bacteria (UID2565)	93	0	1527007	89.3446334956001	120	786641	46.0794932340015	1709120	GB_GCA_000432275.1	t	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__CAZU01 sp000432275	not type material	none	f	19	9	103864	245675	898	1	882	HF995315.1	none	0	none	none	884	1430	0	95.928	CDZN01004290.2144.4889	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;RF32;gut metagenome	14226	24072	f	f	t	24480	66587	Scaffold	MGS495	na	PRJEB906	SAMEA3138501	120	24480	none	2013-07-17	GCA_000432275.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Proteobacteria bacterium CAG:495	1693	na	0	71	9	66587	24480	10555	2013/07/17	49	1262987	0	none	DTU	1262987	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	d__Bacteria;p__Proteobacteria;x__environmental samples;s__Proteobacteria bacterium CAG:495	1953	1709120	11	39	none	1707167	0	CAZU000000000.1	1731	71	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1953	18	39	0
GB_GCA_000432395.1	22	99.33	0	263	o__Clostridiales (UID1212)	149	0	1938356	92.7301083087757	119	785959	37.6382355462354	2090320	RS_GCF_000156015.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossotus	not type material	none	f	14	8	155876	166846	613	1	611	HF992187.1	none	0	none	none	611	1123	0	99.836	CEAH01002191.28088.30878	Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;gut metagenome	17548	29441	f	f	t	44047	89835	Scaffold	MGS259	na	PRJEB793	SAMEA3138507	119	44047	none	2013-07-17	GCA_000432395.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Butyrivibrio crossotus CAG:259	1976	na	0	71	8	89835	43756	25533	2013/07/17	48	1263062	0	none	DTU	1263062	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio crossotus	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;x__environmental samples;s__Butyrivibrio crossotus CAG:259	2105	2090320	11	32	none	2088215	0	CAYU000000000.1	2033	71	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2105	17	32	0
GB_GCA_000432815.1	0	99.19	0.74	420	f__Lachnospiraceae (UID1286)	207	0	2262765	89.1815101184034	167	1040239	41.0812550599293	2537258	RS_GCF_003479605.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115;s__RUG115 sp900066395	not type material	none	f	21	10	171660	187711	none	0	none	none	none	0	none	none	none	none	none	none	none	none	15162	35239	f	f	t	33806	80605	Scaffold	MGS45	na	PRJEB886	SAMEA3138528	167	33806	none	2013-07-17	GCA_000432815.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Roseburia sp. CAG:45	2315	na	0	72	10	80605	44920	22964	2013/07/17	95	1262947	0	none	DTU	1262947	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;x__environmental samples;s__Roseburia sp. CAG:45	5108	2537258	11	24	none	2532150	0	CBET000000000.1	2367	72	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	5108	14	24	0
GB_GCA_000433155.1	179	97.99	0.34	263	o__Clostridiales (UID1212)	149	0	2661724	86.4629260697811	338	1124225	36.5983319839586	3078457	GB_GCA_001414325.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter intestini	not type material	none	f	51	29	68483	119816	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9088	17591	f	f	t	18828	35479	Scaffold	MGS122	na	PRJEB703	SAMEA3138545	338	18828	none	2013-07-17	GCA_000433155.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Clostridium sp. CAG:122	2543	na	0	175	29	35479	17439	11200	2013/07/17	163	1262773	0	none	DTU	1262773	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__environmental samples;s__Clostridium sp. CAG:122	6485	3078457	11	27	none	3071972	0	CAZY000000000.1	2683	175	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6485	10	27	0
GB_GCA_000433455.1	53	94.66	5.62	149	k__Bacteria (UID2329)	89	0	1286466	91.3145598223773	61	399967	28.4116707724918	1408829	GB_GCA_000433455.1	t	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp000433455	not type material	none	f	10	5	144865	256531	none	0	none	none	none	0	none	none	none	none	none	none	none	none	23078	48580	f	f	t	48421	95615	Scaffold	MGS877	na	PRJEB1025	SAMEA3138560	61	48421	none	2013-07-17	GCA_000433455.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Mycoplasma sp. CAG:877	1408	na	0	29	5	95615	59695	23917	2013/07/17	32	1262907	0	none	DTU	1262907	d__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__	d__Bacteria;x__Terrabacteria group;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;x__environmental samples;s__Mycoplasma sp. CAG:877	1020	1408829	11	21	none	1407809	0	CAYV000000000.1	1447	29	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1020	14	21	0
GB_GCA_000433515.1	102	89.37	0	263	o__Clostridiales (UID1212)	149	0	2141674	85.2866837345643	458	1301813	52.1638902701973	2511147	GB_GCA_000433515.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272;s__CAG-272 sp000433515	not type material	none	f	81	29	69610	109756	none	0	none	none	none	0	none	none	none	none	none	none	none	none	5449	13011	f	f	t	9135	27816	Scaffold	MGS272	na	PRJEB804	SAMEA3138563	458	9135	none	2013-07-17	GCA_000433515.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Firmicutes bacterium CAG:272	2249	na	0	193	29	27816	12633	6480	2013/07/17	265	1263015	0	none	DTU	1263015	d__Bacteria;p__Firmicutes;c__;o__;f__;g__;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__environmental samples;s__Firmicutes bacterium CAG:272	15424	2511147	11	37	none	2495723	0	CBFW000000000.1	2404	193	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	15424	18	37	0
GB_GCA_000433755.1	0	76.67	1.4	250	o__Clostridiales (UID1120)	143	0	1031379	87.5924329603601	79	314718	26.7453599836835	1177475	GB_GCA_000433755.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp000433755	not type material	none	f	11	10	93554	104563	2362	2	2359	FR891248.1	93554	1	95	FR891275.1	2342	4325	0	100	CBFY010000011.20.2361	Bacteria;Firmicutes;Clostridia;Oscillospirales;CAG-465;Clostridium sp. CAG:465	14895	18398	f	f	t	38978	38978	Scaffold	MGS465	na	PRJEB891	SAMEA3138575	79	38978	none	2013-07-17	GCA_000433755.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Clostridium sp. CAG:465	1173	na	2	64	10	38978	21546	10507	2013/07/17	15	1262811	0	none	DTU	1262811	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__environmental samples;s__Clostridium sp. CAG:465	755	1177475	11	31	none	1176720	0	CBFY000000000.1	1213	64	971	1	none	none	none	none	none	none	682	FR891289.1	681	1253	0	99.853	KF843070.1.1374	Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured bacterium	755	18	31	0
GB_GCA_000434015.1	0	78.51	1.9	263	o__Clostridiales (UID1212)	149	0	1339531	86.8167350533818	30	398976	25.8655094126296	1542941	GB_GCA_000434015.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434015	not type material	none	f	6	3	217982	455788	none	0	none	none	none	0	none	none	none	none	none	none	none	none	51416	70133	f	f	t	105586	136676	Scaffold	MGS571	na	PRJEB940	SAMEA3138588	30	105586	none	2013-07-17	GCA_000434015.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Clostridium sp. CAG:571	1620	na	0	22	3	136676	103537	40187	2013/07/17	8	1262822	0	none	DTU	1262822	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__environmental samples;s__Clostridium sp. CAG:571	439	1542941	11	30	none	1542502	0	CBBG000000000.1	1628	22	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	439	16	30	0
GB_GCA_000434315.1	15	100	0	263	o__Clostridiales (UID1212)	149	0	2130467	86.9418678201963	128	790258	32.27355445344	2450450	GB_GCA_902363805.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp000434315	not type material	none	f	21	12	121172	150533	none	0	none	none	none	0	none	none	none	none	none	none	none	none	19129	28828	f	f	t	37028	69832	Scaffold	MGS156	na	PRJEB728	SAMEA3138603	128	37028	none	2013-07-17	GCA_000434315.1	derived from environmental sample	full	none	derived from human gut metagenome	none	0	0	Eubacterium sp. CAG:156	2092	na	0	85	12	69832	40961	19609	2013/07/17	43	1262880	0	none	DTU	1262880	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;x__environmental samples;s__Eubacterium sp. CAG:156	1811	2450450	11	23	none	2448639	0	CBBN000000000.1	2162	85	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1811	12	24	0
